Id,Category
0,0
1,0
2,1
3,1
4,1
5,0
6,0
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,0
15,1
16,0
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,1
33,0
34,0
35,1
36,0
37,0
38,1
39,1
40,1
41,1
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,0
59,1
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,0
68,1
69,0
70,1
71,0
72,0
73,0
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,1
82,0
83,1
84,0
85,0
86,1
87,1
88,1
89,1
90,0
91,1
92,0
93,1
94,1
95,1
96,1
97,1
98,1
99,0
100,0
101,1
102,1
103,1
104,0
105,0
106,0
107,0
108,1
109,0
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,0
123,1
124,1
125,1
126,0
127,0
128,0
129,1
130,0
131,0
132,1
133,1
134,1
135,0
136,1
137,1
138,1
139,0
140,0
141,1
142,1
143,1
144,1
145,1
146,1
147,0
148,1
149,1
150,0
151,1
152,0
153,1
154,0
155,0
156,0
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,0
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,0
173,0
174,1
175,1
176,1
177,0
178,0
179,1
180,0
181,1
182,0
183,0
184,1
185,1
186,0
187,1
188,0
189,0
190,0
191,0
192,1
193,0
194,0
195,0
196,1
197,0
198,1
199,0
200,0
201,1
202,1
203,0
204,1
205,1
206,0
207,0
208,0
209,1
210,1
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,1
224,0
225,1
226,0
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,0
235,1
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,1
246,1
247,1
248,0
249,1
250,0
251,0
252,1
253,0
254,1
255,1
256,0
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,0
266,1
267,0
268,1
269,0
270,1
271,1
272,0
273,1
274,0
275,1
276,1
277,0
278,1
279,0
280,0
281,1
282,1
283,1
284,1
285,1
286,0
287,1
288,0
289,0
290,0
291,1
292,0
293,0
294,0
295,0
296,0
297,0
298,1
299,1
300,1
301,0
302,0
303,1
304,0
305,1
306,0
307,1
308,0
309,0
310,1
311,1
312,1
313,0
314,1
315,0
316,1
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,1
325,1
326,0
327,1
328,1
329,0
330,1
331,1
332,1
333,0
334,1
335,1
336,1
337,1
338,1
339,1
340,0
341,1
342,0
343,0
344,0
345,1
346,1
347,1
348,1
349,0
350,0
351,0
352,0
353,0
354,1
355,0
356,0
357,0
358,1
359,0
360,0
361,0
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,0
370,0
371,1
372,0
373,0
374,0
375,0
376,1
377,1
378,0
379,1
380,1
381,0
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,0
391,0
392,1
393,0
394,0
395,1
396,0
397,1
398,1
399,1
400,0
401,0
402,1
403,1
404,0
405,1
406,0
407,1
408,0
409,1
410,0
411,0
412,1
413,0
414,1
415,0
416,0
417,0
418,0
419,1
420,1
421,1
422,0
423,1
424,1
425,0
426,1
427,1
428,0
429,0
430,0
431,0
432,0
433,0
434,1
435,0
436,1
437,1
438,1
439,0
440,1
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,1
451,0
452,0
453,0
454,0
455,1
456,0
457,1
458,1
459,0
460,0
461,0
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,1
470,0
471,1
472,1
473,1
474,0
475,0
476,0
477,1
478,0
479,0
480,1
481,1
482,1
483,1
484,1
485,0
486,1
487,0
488,1
489,1
490,0
491,0
492,1
493,0
494,1
495,1
496,0
497,1
498,1
499,1
500,1
501,0
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,1
510,0
511,1
512,1
513,1
514,1
515,0
516,0
517,1
518,1
519,0
520,1
521,0
522,0
523,1
524,1
525,0
526,0
527,0
528,0
529,1
530,1
531,0
